stop_id,arrival_time,departure_time,departure_stop_id,route,transfer_route,radius_ft,lat,lon
8827,07:42,06:57,133,19,38,1320,43.039032,-89.473051
8836,07:38,06:56,160,2,57,1320,43.01871,-89.508573
8845,07:45,06:56,160,2,57,900,43.012467,-89.49855
8862,07:12,06:55,160,58,null,1320,43.046458,-89.484112
8864,07:47,06:56,160,2,57,540,43.015927,-89.491178
8872,07:32,06:56,160,2,57,1320,43.032003,-89.493957
8917,07:22,06:55,160,58,null,1320,43.038933,-89.492743
8919,07:48,06:56,160,2,57,360,43.034522,-89.488507
8920,07:44,06:57,133,19,38,1080,43.036081,-89.461204
8923,07:27,06:55,160,58,null,1320,43.046146,-89.498414
8932,07:17,06:55,160,58,57,1320,43.040924,-89.486489
8934,07:38,06:56,160,2,57,1320,43.019606,-89.507118
8944,07:31,06:56,160,2,57,1320,43.034719,-89.488791
8956,07:30,06:56,160,2,57,1320,43.036858,-89.488719
8958,07:33,06:56,160,2,57,1320,43.031793,-89.501779
8960,07:17,06:55,160,58,29,1320,43.041755,-89.488365
9107,07:33,06:58,581,56,20,1320,43.123779,-89.351007
9113,07:50,06:57,133,19,6,0,43.142305,-89.293663
9135,07:48,07:06,5,80,6,360,43.111081,-89.332975
9147,07:41,06:57,133,19,6,1320,43.148458,-89.286545
9163,07:37,06:57,133,19,6,1320,43.128037,-89.307786
9167,07:48,07:03,133,3,30,360,43.099138,-89.301462
9168,07:39,06:58,581,56,20,1320,43.128496,-89.348803
9169,07:37,06:58,581,56,20,1320,43.137305,-89.346446
9171,07:50,07:06,5,80,6,0,43.117301,-89.330422
9201,07:44,06:58,581,56,20,1080,43.120585,-89.326786
9231,07:48,06:58,581,56,20,360,43.12088,-89.314827
9243,07:50,07:03,133,3,30,0,43.106864,-89.300461
9246,07:48,06:57,133,19,6,360,43.147839,-89.294245
9259,07:43,06:58,581,56,20,1260,43.120106,-89.333333
9339,07:31,06:57,133,19,6,1320,43.109247,-89.335385
9340,07:38,06:58,581,56,20,1320,43.131361,-89.348664
9358,07:47,06:57,133,19,6,540,43.150372,-89.293549
9361,07:37,06:58,581,56,17,1320,43.106146,-89.330795
9381,07:33,06:58,581,56,20,1320,43.121954,-89.353591
9383,07:42,06:58,581,56,20,1320,43.120547,-89.337397
9405,07:49,07:06,5,80,6,180,43.113962,-89.330488
9488,07:39,06:58,581,56,20,1320,43.127494,-89.349323
9493,07:34,06:58,581,56,20,1320,43.12573,-89.349732
9503,07:35,06:58,581,56,20,1320,43.131871,-89.347168
9527,07:50,06:57,133,19,6,0,43.144008,-89.295464
9551,07:46,06:58,581,56,20,720,43.11743,-89.323306
9573,07:34,06:57,133,19,6,1320,43.118942,-89.321031
9595,07:42,06:57,133,19,6,1320,43.152299,-89.286538
9675,07:43,06:58,581,56,20,1260,43.120032,-89.330072
9684,07:43,06:57,133,19,6,1260,43.158163,-89.285747
9685,07:47,06:58,581,56,20,540,43.120909,-89.317372
9719,07:50,06:58,581,56,20,0,43.121258,-89.307155
9729,07:34,06:58,581,56,20,1320,43.127404,-89.348779
9740,07:49,07:03,133,3,34,180,43.107077,-89.33114
9744,07:46,06:57,133,19,6,720,43.150682,-89.290001
9766,07:48,06:57,133,19,6,360,43.146037,-89.291938
9790,07:40,06:58,581,56,20,1320,43.125256,-89.350239
9803,07:42,06:57,133,19,6,1320,43.154599,-89.285272
9811,07:49,07:03,133,3,30,180,43.101386,-89.301421
9817,07:35,06:58,581,56,20,1320,43.129033,-89.348308
9847,07:40,06:58,581,56,20,1320,43.121951,-89.349502
9849,07:49,06:58,581,56,20,180,43.121056,-89.310824
9900,07:44,06:57,133,19,6,1080,43.156741,-89.287653
9989,07:49,07:03,133,3,30,180,43.103954,-89.30054
