stop_id,arrival_time,departure_time,departure_stop_id,route,transfer_route,radius_ft,lat,lon
5,07:06,06:57,133,19,80,1320,43.070947,-89.406982
10,07:14,07:06,5,80,80,1320,43.075933,-89.400154
11,07:14,07:06,5,80,80,1320,43.075933,-89.399932
39,07:10,07:06,5,80,80,1320,43.071895,-89.397341
40,07:13,07:06,5,80,80,1320,43.075914,-89.397697
47,07:19,07:06,5,80,27,1320,43.074636,-89.412598
52,07:16,07:06,5,80,80,1320,43.076131,-89.40566
54,07:42,07:06,5,80,27,1320,43.06947,-89.403872
60,07:15,07:06,5,80,80,1320,43.075996,-89.40366
61,07:07,07:06,5,80,null,1320,43.070893,-89.403698
73,07:09,07:06,5,80,80,1320,43.07082,-89.39865
77,07:08,07:06,5,80,80,1320,43.070857,-89.401119
87,07:21,06:57,133,19,10,1320,43.07415,-89.392328
91,07:12,07:06,5,80,80,1320,43.074321,-89.397241
100,07:17,07:06,5,80,28,1320,43.073399,-89.401365
104,07:38,07:19,47,27,4,1320,43.071144,-89.404229
107,07:38,06:57,133,19,4,1320,43.054383,-89.396533
113,07:44,06:57,133,19,4,1080,43.064733,-89.397985
115,07:04,06:55,160,58,6,1320,43.067983,-89.400724
121,07:20,06:57,133,19,4,1320,43.038466,-89.401117
127,07:18,06:58,581,56,13,1320,43.043951,-89.385666
133,07:09,06:56,184,38,2,1320,43.073275,-89.413154
144,07:21,06:58,581,56,13,1320,43.038545,-89.390641
146,07:15,06:57,133,19,4,1320,43.053981,-89.399186
147,07:09,06:58,581,56,13,1320,43.053872,-89.391782
153,07:11,06:58,581,56,13,1320,43.052132,-89.38075
154,07:19,06:58,581,56,13,1320,43.040378,-89.38436
158,07:11,06:57,133,19,4,1320,43.062871,-89.404194
160,06:55,06:54,178,12,27,1320,43.073481,-89.409413
161,07:18,06:57,133,19,10,1320,43.070146,-89.387071
162,07:05,06:58,581,56,13,1320,43.065091,-89.400997
166,07:14,06:58,581,56,13,1320,43.045854,-89.375546
168,07:07,06:56,581,2,5,1320,43.072787,-89.38707
170,07:19,06:57,133,19,4,1320,43.041645,-89.404114
171,07:33,06:57,133,19,4,1320,43.042923,-89.39175
173,07:21,06:57,133,19,4,1320,43.03843,-89.397946
174,07:07,06:58,581,56,13,1320,43.056451,-89.398716
178,07:03,06:58,581,56,19,1320,43.073427,-89.407056
180,07:03,06:57,133,19,6,1320,43.071098,-89.401081
181,07:37,06:57,133,19,4,1320,43.052252,-89.394806
184,07:04,07:03,488,44,28,1320,43.075254,-89.410413
190,07:09,06:57,133,19,4,1320,43.067849,-89.404205
192,07:44,07:09,298,11,13,1080,43.054087,-89.391967
197,07:35,06:57,133,19,4,1320,43.047739,-89.392673
203,07:38,06:58,581,56,13,1320,43.043214,-89.376979
208,07:05,06:57,133,19,6,1320,43.067849,-89.407131
217,07:50,07:09,298,11,13,0,43.063668,-89.400528
222,07:18,06:57,133,19,5,1320,43.045474,-89.391946
225,07:44,06:57,133,19,4,1080,43.065842,-89.396442
234,07:17,07:06,5,80,28,1320,43.073427,-89.403883
235,07:16,06:57,133,19,5,1320,43.072456,-89.387144
243,07:40,06:58,581,56,13,1320,43.047242,-89.374681
248,07:15,06:57,133,19,11,1320,43.071891,-89.382453
251,07:41,06:57,133,19,4,1320,43.060167,-89.40053
252,07:22,07:03,133,3,71,1320,43.07491,-89.391303
256,07:32,07:06,5,80,13,1320,43.073051,-89.404241
265,07:09,06:57,133,19,6,1320,43.074786,-89.396908
266,07:14,06:57,133,19,4,1320,43.056496,-89.399124
274,07:08,06:56,581,2,5,1320,43.071248,-89.389243
287,07:31,06:58,581,56,13,1320,43.038339,-89.390839
288,07:07,06:58,581,56,13,1320,43.059621,-89.400999
289,07:09,06:58,581,56,13,1320,43.053844,-89.389869
298,07:09,06:56,160,2,11,1320,43.07529,-89.412894
313,07:04,06:57,133,19,10,1320,43.068418,-89.386949
320,07:19,06:57,133,19,5,1320,43.04312,-89.392033
327,07:03,06:55,160,58,6,1320,43.067598,-89.403675
336,07:05,06:56,184,38,80,1320,43.072028,-89.409136
346,07:43,07:09,298,11,13,1260,43.053996,-89.387437
349,07:16,07:04,692,19,58,1320,43.068092,-89.413759
353,07:20,06:57,133,19,4,1320,43.038494,-89.403362
357,07:48,07:03,488,44,44,360,43.053826,-89.390103
360,07:14,06:57,133,19,5,1320,43.054589,-89.397212
367,07:10,06:58,581,56,13,1320,43.053682,-89.386709
388,07:03,06:57,133,19,6,1320,43.069451,-89.401168
392,07:08,06:57,133,19,4,1320,43.069711,-89.40423
398,07:05,06:57,133,19,6,1320,43.067877,-89.409353
406,07:06,06:57,133,19,6,1320,43.067931,-89.414278
410,07:14,06:58,581,56,13,1320,43.042874,-89.377547
418,07:09,06:57,133,19,5,1320,43.069002,-89.392429
424,07:42,07:09,298,11,13,1320,43.053153,-89.38376
428,07:21,06:57,133,19,71,1320,43.073317,-89.394044
433,07:46,07:03,488,44,44,720,43.049727,-89.392573
435,07:00,06:56,581,2,15,1320,43.071921,-89.397094
438,07:02,06:56,184,38,80,1320,43.074985,-89.406401
441,07:14,07:06,5,80,27,1320,43.072003,-89.403945
445,07:12,07:06,5,80,27,1320,43.069899,-89.403921
448,07:19,06:58,581,56,13,1320,43.042133,-89.384346
454,06:57,06:55,160,58,3,1320,43.070438,-89.414055
455,06:58,06:56,581,2,15,1320,43.071967,-89.400106
456,07:18,06:57,133,19,4,1320,43.044304,-89.404113
459,07:12,06:57,133,19,4,1320,43.059774,-89.403665
462,07:20,06:58,581,56,13,1320,43.038517,-89.388457
465,07:10,06:58,581,56,13,1320,43.053055,-89.384217
469,07:46,06:57,133,19,4,720,43.067543,-89.394121
470,07:02,06:57,133,19,10,1320,43.071625,-89.39286
473,07:47,06:57,133,19,4,540,43.070228,-89.390293
475,07:32,06:57,133,19,4,1320,43.041625,-89.393786
483,07:04,06:55,160,58,6,1320,43.069254,-89.400712
488,07:03,06:58,581,56,44,1320,43.0752,-89.407339
490,07:12,06:56,160,2,11,1320,43.072299,-89.405883
492,07:28,07:06,5,80,11,1320,43.055713,-89.381932
505,07:10,06:57,133,19,6,1320,43.074732,-89.393723
512,07:08,06:57,133,19,5,1320,43.069986,-89.391021
516,07:10,06:57,133,19,5,1320,43.066711,-89.395874
519,07:40,06:57,133,19,4,1320,43.057212,-89.398803
520,07:03,06:57,133,19,10,1320,43.068634,-89.388936
522,07:42,07:09,298,11,13,1320,43.052562,-89.381527
530,07:16,06:57,133,19,4,1320,43.051913,-89.399261
532,06:57,06:56,184,38,28,1320,43.075254,-89.412549
533,07:17,07:03,160,19,6,1320,43.067725,-89.413451
536,07:16,06:57,133,19,4,1320,43.05048,-89.399953
542,06:56,06:55,160,58,3,1320,43.073132,-89.414055
544,07:24,07:06,5,80,11,1320,43.069233,-89.386269
546,07:04,06:58,581,56,13,1320,43.067392,-89.401194
548,07:05,06:57,133,19,6,1320,43.067822,-89.404428
549,07:11,06:57,133,19,6,1320,43.074705,-89.392056
555,07:01,06:56,581,2,15,1320,43.072404,-89.393143
561,07:05,06:55,160,58,6,1320,43.070821,-89.400637
564,07:16,06:57,133,19,11,1320,43.070692,-89.384195
567,07:24,07:06,5,80,27,1320,43.075876,-89.388191
568,07:22,06:57,133,19,71,1320,43.073309,-89.396192
573,07:01,06:56,184,38,80,1320,43.07503,-89.410339
581,06:56,06:54,809,2,15,1320,43.072057,-89.40592
583,07:02,06:55,160,58,6,1320,43.067644,-89.407514
588,07:17,06:57,133,19,5,1320,43.047623,-89.392994
590,07:30,07:03,488,44,40,1320,43.038645,-89.397699
593,07:20,06:57,133,19,10,1320,43.073129,-89.391032
597,07:25,07:06,5,80,27,1320,43.077496,-89.38587
602,07:44,07:09,298,11,13,1080,43.054059,-89.390177
614,07:45,07:09,298,11,13,900,43.054141,-89.39562
619,07:38,06:58,581,56,13,1320,43.042614,-89.378263
624,07:10,06:57,133,19,4,1320,43.065459,-89.404206
633,07:43,06:57,133,19,4,1260,43.063327,-89.399985
643,07:34,06:57,133,19,4,1320,43.045608,-89.39165
668,07:17,06:57,133,19,11,1320,43.071005,-89.385503
670,07:15,07:06,5,80,28,1320,43.073336,-89.397994
674,07:41,07:09,298,11,13,1320,43.051836,-89.37959
692,06:58,06:56,160,2,19,1320,43.073517,-89.414277
703,07:44,07:03,488,44,44,1080,43.044015,-89.393797
706,07:03,06:56,184,38,80,1320,43.073767,-89.406352
710,07:03,06:57,133,19,10,1320,43.069834,-89.390515
715,07:50,07:09,298,11,13,0,43.065378,-89.400515
741,06:57,06:56,581,2,15,1320,43.072039,-89.404278
745,07:36,06:57,133,19,4,1320,43.049476,-89.39382
751,07:16,07:04,692,19,58,1320,43.070241,-89.413759
757,07:02,06:58,581,56,44,1320,43.07417,-89.406055
765,07:08,06:57,133,19,6,1320,43.073076,-89.397291
768,07:09,06:57,133,19,5,1320,43.067928,-89.393972
770,07:11,06:57,133,19,5,1320,43.064697,-89.398726
773,07:01,06:58,581,56,44,1320,43.073185,-89.403945
782,07:31,07:03,488,44,40,1320,43.03869,-89.401869
789,07:17,06:58,581,56,13,1320,43.042679,-89.38405
791,07:05,06:57,133,19,19,1320,43.070262,-89.384331
803,07:11,06:57,133,19,6,1320,43.074677,-89.390328
809,06:57,06:57,133,19,44,1320,43.073177,-89.410858
816,07:31,07:03,488,44,40,1320,43.038377,-89.404275
821,07:47,07:03,488,44,44,540,43.051723,-89.390808
828,07:15,06:58,581,56,13,1320,43.042838,-89.378645
837,07:13,07:06,5,80,27,1320,43.070866,-89.403933
839,07:02,06:56,581,2,15,1320,43.073639,-89.391365
840,07:06,06:58,581,56,13,1320,43.06288,-89.401022
862,07:12,06:58,581,56,13,1320,43.05034,-89.3779
866,07:06,06:57,133,19,6,1320,43.067904,-89.411093
877,07:08,06:58,581,56,13,1320,43.053926,-89.395435
883,07:03,06:56,581,2,15,1320,43.074641,-89.388217
890,07:15,06:57,133,19,5,1320,43.051974,-89.395152
895,07:31,06:58,581,56,13,1320,43.038311,-89.388642
898,07:21,07:03,133,3,71,1320,43.074883,-89.389575
901,07:17,06:57,133,19,5,1320,43.049065,-89.393586
906,07:20,06:57,133,19,5,1320,43.041491,-89.394255
916,06:57,06:55,160,58,3,1320,43.067958,-89.414056
941,07:00,06:56,581,2,15,1320,43.071894,-89.395489
962,07:04,06:57,133,19,6,1320,43.067768,-89.40149
965,07:19,06:57,133,19,10,1320,43.071346,-89.388663
967,07:46,06:57,133,19,4,720,43.068957,-89.392096
971,07:02,06:55,160,58,6,1320,43.067662,-89.409168
989,07:15,06:57,133,19,5,1320,43.07149,-89.388515
1100,07:11,06:57,133,19,71,1320,43.076028,-89.384661
1101,07:06,06:57,133,19,15,1320,43.073297,-89.383773
1105,07:25,06:57,133,19,15,1320,43.098067,-89.326187
1107,07:15,06:58,581,56,15,1320,43.09369,-89.35699
1112,07:50,07:03,133,3,33,0,43.10023,-89.34913
1121,07:10,06:56,581,2,5,1320,43.082937,-89.378175
1122,07:32,06:58,581,56,27,1320,43.11014,-89.363978
1123,07:20,06:56,581,2,2,1320,43.111258,-89.361482
1127,07:29,07:03,133,3,37,1320,43.093753,-89.342271
1131,07:27,06:57,133,19,5,1320,43.097012,-89.358407
1133,07:23,06:57,133,19,15,1320,43.099878,-89.344116
1138,07:45,06:58,581,56,2,900,43.081488,-89.382374
1141,07:16,06:58,581,56,15,1320,43.095891,-89.354074
1143,07:25,07:03,133,3,null,1320,43.086392,-89.354293
1151,07:11,06:56,581,2,5,1320,43.084548,-89.37584
1153,07:34,07:03,133,3,16,1320,43.095569,-89.326524
1156,07:33,06:58,581,56,27,1320,43.106953,-89.364055
1157,07:15,06:56,581,2,null,1320,43.091942,-89.372674
1160,07:38,07:06,5,80,2,1320,43.098059,-89.357418
1161,07:20,06:56,581,2,2,1320,43.111429,-89.36368
1163,07:17,06:57,133,19,5,1320,43.073655,-89.385427
1167,07:20,07:03,133,3,4,1320,43.077867,-89.369993
1169,07:49,07:03,133,3,30,180,43.089707,-89.329817
1177,07:45,07:06,5,80,2,900,43.096916,-89.363631
1188,07:44,07:09,133,2,4,1080,43.091791,-89.355523
1190,07:50,07:09,133,2,4,0,43.080238,-89.367028
1199,07:13,06:58,581,56,15,1320,43.084904,-89.369296
1202,07:41,07:09,133,2,4,1320,43.096991,-89.351442
1206,07:46,07:03,133,3,34,720,43.098534,-89.329323
1208,07:46,07:09,133,2,4,720,43.087361,-89.359231
1209,07:13,06:56,581,2,5,1320,43.08708,-89.372246
1211,07:29,07:03,133,3,37,1320,43.0938,-89.345259
1213,07:36,07:06,5,80,4,1320,43.085884,-89.360418
1214,07:50,07:09,133,2,6,0,43.078747,-89.37877
1220,07:47,07:03,133,3,33,540,43.099882,-89.335459
1223,07:25,07:06,5,80,27,1320,43.078624,-89.384289
1225,07:32,07:03,133,3,null,1320,43.089689,-89.329138
1233,07:17,06:58,581,56,15,1320,43.098458,-89.350651
1241,07:15,06:58,581,56,15,1320,43.092008,-89.359239
1250,07:39,06:58,581,56,2,1320,43.089497,-89.369614
1254,07:31,06:58,581,56,27,1320,43.11228,-89.363964
1260,07:25,07:03,133,3,null,1320,43.085086,-89.356653
1261,07:08,06:56,581,2,5,1320,43.078651,-89.383918
1264,07:43,07:09,133,2,4,1260,43.093375,-89.354286
1269,07:30,06:57,133,19,6,1320,43.10286,-89.344607
1270,07:46,07:03,133,3,30,720,43.097852,-89.326706
1293,07:22,06:57,133,19,15,1320,43.100087,-89.348302
1296,07:34,06:58,581,56,null,1320,43.101662,-89.365245
1301,07:18,06:58,581,56,57,1320,43.100875,-89.349067
1305,07:26,07:03,133,3,null,1320,43.08819,-89.352205
1309,07:25,06:57,133,19,15,1320,43.098248,-89.329213
1310,07:20,07:03,133,3,71,1320,43.074954,-89.38618
1311,07:28,06:57,133,19,6,1320,43.100534,-89.348327
1319,07:28,06:57,133,19,5,1320,43.10145,-89.352512
1323,07:09,06:58,581,56,15,1320,43.076331,-89.381475
1324,07:12,06:57,133,19,47,1320,43.074479,-89.38618
1325,07:24,06:57,133,19,5,1320,43.089622,-89.368749
1326,07:45,07:06,5,80,4,900,43.106898,-89.34517
1329,07:17,06:56,581,2,null,1320,43.097097,-89.368002
1333,07:26,06:57,133,19,5,1320,43.093129,-89.363622
1341,07:31,06:58,581,56,22,1320,43.114089,-89.363653
1343,07:40,07:06,5,80,4,1320,43.095326,-89.35242
1350,07:42,07:09,133,2,6,1320,43.091981,-89.360054
1354,07:37,06:58,581,56,null,1320,43.094358,-89.370363
1358,07:50,07:06,5,80,2,0,43.080361,-89.383979
1372,07:39,07:06,5,80,37,1320,43.091139,-89.357968
1375,07:19,06:58,581,56,57,1320,43.10486,-89.351002
1379,07:47,07:06,5,80,2,540,43.101124,-89.363887
1380,07:22,06:58,581,56,57,1320,43.114291,-89.357255
1382,07:41,07:09,133,2,6,1320,43.093851,-89.357484
1391,07:28,07:03,133,3,37,1320,43.093675,-89.346679
1394,07:19,06:58,581,56,57,1320,43.106929,-89.35163
1397,07:10,06:56,581,2,5,1320,43.082051,-89.37941
1404,07:46,06:58,581,56,null,720,43.079922,-89.384177
1410,07:30,06:58,581,56,22,1320,43.111509,-89.36184
1412,07:43,07:09,133,2,6,1260,43.090111,-89.3626
1420,07:39,06:58,581,56,17,1320,43.101732,-89.331147
1427,07:20,06:58,581,56,57,1320,43.107091,-89.354359
1435,07:48,07:19,47,27,27,360,43.106714,-89.351445
1437,07:24,06:57,133,19,15,1320,43.099602,-89.332669
1447,07:50,07:03,133,3,38,0,43.085668,-89.357047
1453,07:10,06:58,581,56,15,1320,43.079562,-89.376905
1462,07:47,07:03,133,3,33,540,43.099808,-89.332508
1472,07:45,07:09,133,2,4,900,43.088784,-89.357909
1474,07:49,07:03,133,3,33,180,43.100066,-89.343177
1478,07:47,06:57,133,19,5,540,43.093134,-89.326923
1481,07:45,07:06,5,80,6,900,43.104353,-89.34153
1482,07:49,07:03,133,3,33,180,43.10002,-89.341387
1488,07:40,07:09,133,2,6,1320,43.096428,-89.354049
1494,07:44,07:09,133,2,6,1080,43.088796,-89.364515
1495,07:07,06:56,581,2,5,1320,43.076189,-89.383821
1499,07:39,07:06,5,80,4,1320,43.09222,-89.354868
1504,07:31,06:58,581,56,27,1320,43.114329,-89.361825
1505,07:23,07:03,133,3,4,1320,43.081151,-89.365311
1509,07:19,07:03,133,3,4,1320,43.07717,-89.372784
1513,07:14,06:58,581,56,15,1320,43.089771,-89.362415
1518,07:29,06:57,133,19,5,1320,43.102845,-89.350325
1526,07:47,07:09,133,2,4,540,43.085634,-89.361147
1530,07:48,07:09,133,2,4,360,43.083674,-89.362111
1533,07:18,06:56,581,2,null,1320,43.101098,-89.365319
1538,07:42,07:09,133,2,4,1320,43.095317,-89.352766
1555,07:47,07:03,133,3,34,540,43.099942,-89.331767
1558,07:21,07:03,133,3,71,1320,43.074847,-89.387834
1559,07:23,07:03,133,3,4,1320,43.082421,-89.36352
1565,07:11,06:58,581,56,15,1320,43.082353,-89.372916
1572,07:30,06:58,581,56,22,1320,43.111671,-89.363618
1575,07:39,07:06,5,80,4,1320,43.094171,-89.353335
1577,07:16,06:56,581,2,null,1320,43.094439,-89.369906
1579,07:10,06:58,581,56,15,1320,43.078282,-89.378684
1585,07:48,06:58,581,56,21,360,43.106715,-89.354273
1595,07:25,06:57,133,19,5,1320,43.091706,-89.365698
1598,07:30,06:57,133,19,5,1320,43.101395,-89.349622
1615,07:21,07:03,133,3,4,1320,43.078654,-89.368869
1635,07:18,06:58,581,56,57,1320,43.103454,-89.350324
1636,07:41,06:58,581,56,2,1320,43.08777,-89.373443
1643,07:27,07:03,133,3,37,1320,43.09254,-89.350706
1645,07:37,07:06,5,80,4,1320,43.087343,-89.358898
1650,07:47,07:09,133,2,6,540,43.084716,-89.370296
1658,07:49,07:09,133,2,6,180,43.080018,-89.377004
1659,07:40,07:06,5,80,4,1320,43.09665,-89.351381
1660,07:48,07:09,133,2,6,360,43.082237,-89.373829
1663,07:04,06:56,581,2,15,1320,43.074623,-89.386402
1664,07:44,06:58,581,56,2,1080,43.082741,-89.380595
1675,07:27,06:57,133,19,5,1320,43.098301,-89.35669
1689,07:23,07:03,133,3,4,1320,43.083665,-89.361729
1692,07:50,07:06,5,80,27,0,43.100578,-89.364196
1695,07:26,07:03,133,3,null,1320,43.08709,-89.353342
1704,07:37,07:06,5,80,2,1320,43.100618,-89.354007
1707,07:45,07:06,5,80,2,900,43.093603,-89.363498
1715,07:20,06:56,581,2,2,1320,43.109495,-89.363707
1717,07:18,06:56,581,2,2,1320,43.103622,-89.363835
1730,07:45,07:09,133,2,6,900,43.087266,-89.366689
1737,07:17,07:03,133,3,4,1320,43.074531,-89.379933
1748,07:50,07:03,133,3,33,0,43.100148,-89.346561
1750,07:49,07:09,133,2,4,180,43.082752,-89.363446
1751,07:25,06:57,133,19,15,1320,43.099405,-89.331817
1753,07:40,07:06,5,80,37,1320,43.091871,-89.355152
1756,07:47,07:09,133,2,6,540,43.083776,-89.371643
1757,07:46,07:06,5,80,6,720,43.106375,-89.339477
1762,07:40,07:09,133,2,4,1320,43.098065,-89.350861
1766,07:49,07:19,47,27,27,180,43.105084,-89.351397
1767,07:14,06:56,581,2,null,1320,43.089783,-89.369317
1777,07:44,07:06,5,80,4,1080,43.104077,-89.342987
1780,07:40,07:06,5,80,2,1320,43.094122,-89.362695
1785,07:33,07:03,133,3,16,1320,43.090968,-89.327914
1786,07:46,06:57,133,19,5,720,43.095847,-89.326808
1787,07:06,06:56,581,2,15,1320,43.075033,-89.382303
1790,07:07,06:56,581,2,5,1320,43.073405,-89.386181
1798,07:41,07:06,5,80,2,1320,43.09091,-89.367254
1805,07:14,06:58,581,56,15,1320,43.088339,-89.364429
1809,07:34,07:03,133,3,16,1320,43.093268,-89.326626
1812,07:38,07:06,5,80,2,1320,43.097057,-89.358741
1813,07:24,07:03,133,3,null,1320,43.08429,-89.359074
1823,07:16,07:03,133,3,4,1320,43.074447,-89.38217
1830,07:44,07:09,133,2,4,1080,43.090431,-89.356623
1831,07:09,06:56,581,2,5,1320,43.08079,-89.381201
1834,07:42,06:58,581,56,2,1320,43.085229,-89.377062
1838,07:36,06:58,581,56,null,1320,43.096918,-89.36841
1839,07:18,07:03,133,3,4,1320,43.075604,-89.376735
1842,07:48,07:03,133,3,33,360,43.099918,-89.336916
1843,07:26,06:57,133,19,5,1320,43.094265,-89.361707
1846,07:39,07:09,133,2,6,1320,43.098298,-89.351552
1852,07:45,07:06,5,80,4,900,43.106908,-89.347282
1855,07:24,06:57,133,19,15,1320,43.099667,-89.335459
1872,07:14,06:57,133,19,11,1320,43.072813,-89.381885
1873,07:47,07:03,133,3,34,540,43.101481,-89.330974
1878,07:50,07:09,133,2,4,0,43.081482,-89.365249
1883,07:13,06:58,581,56,15,1320,43.087382,-89.3658
1886,07:45,07:03,133,3,33,900,43.098287,-89.326946
1887,07:28,07:03,133,3,37,1320,43.093256,-89.348643
1890,07:47,06:57,133,19,5,540,43.091353,-89.327864
1892,07:41,07:06,5,80,2,1320,43.092789,-89.364524
1895,07:30,06:58,581,56,17,1320,43.114077,-89.357811
1901,07:38,07:06,5,80,4,1320,43.090439,-89.356277
1905,07:31,07:03,133,3,37,1320,43.0916,-89.336001
1913,07:24,06:57,133,19,15,1320,43.099713,-89.337374
1922,07:31,06:58,581,56,27,1320,43.113954,-89.36395
1923,07:19,06:56,581,2,2,1320,43.106675,-89.363771
1935,07:37,07:06,5,80,4,1320,43.088632,-89.357687
1936,07:38,06:58,581,56,null,1320,43.091691,-89.372699
1944,07:35,07:06,5,80,2,1320,43.103034,-89.350794
1949,07:28,06:57,133,19,5,1320,43.100287,-89.354069
1959,07:22,07:03,133,3,4,1320,43.080193,-89.366695
1961,07:40,07:06,5,80,37,1320,43.092434,-89.352633
1966,07:46,06:58,581,56,null,720,43.078651,-89.384215
1968,07:34,06:58,581,56,27,1320,43.103193,-89.364132
1973,07:44,07:06,5,80,4,1080,43.106619,-89.342812
1975,07:23,06:57,133,19,15,1320,43.099814,-89.34177
1986,07:36,07:06,5,80,2,1320,43.101745,-89.3525
1995,07:27,07:03,133,3,null,1320,43.090159,-89.350906
1996,07:43,06:58,581,56,2,1260,43.084003,-89.378804
2007,07:06,06:56,160,2,11,1320,43.076436,-89.424388
2014,07:24,06:56,160,2,80,1320,43.089239,-89.43376
2018,07:19,06:56,160,2,80,1320,43.086293,-89.435043
2023,07:13,06:56,184,38,80,1320,43.0788,-89.429795
2026,07:20,06:56,160,2,80,1320,43.086248,-89.436661
2027,07:14,06:56,160,2,80,1320,43.080259,-89.428067
2034,07:25,06:56,160,2,80,1320,43.086445,-89.433772
2039,07:23,06:56,160,2,80,1320,43.089158,-89.438057
2041,07:18,06:56,160,2,80,1320,43.084252,-89.433487
2048,07:25,06:56,160,2,80,1320,43.084386,-89.433784
2050,07:28,06:56,160,2,80,1320,43.080886,-89.428351
2054,07:21,06:56,160,2,80,1320,43.086668,-89.441612
2061,07:23,06:56,160,2,80,1320,43.089784,-89.437007
2071,07:23,06:56,160,2,80,1320,43.090501,-89.435587
2076,07:29,06:56,160,2,80,1320,43.079006,-89.429203
2082,07:21,06:56,160,2,80,1320,43.086328,-89.438587
2088,07:00,06:56,184,38,44,1320,43.076759,-89.42577
2091,07:12,06:56,160,2,80,1320,43.076973,-89.428499
2100,07:13,06:56,160,2,15,1320,43.072931,-89.459792
2101,07:30,06:57,133,19,10,1320,43.072707,-89.459545
2105,07:23,06:55,160,12,null,1320,43.050928,-89.444318
2111,07:35,06:56,160,2,67,1320,43.05338,-89.450588
2112,07:04,06:55,160,58,19,1320,43.052792,-89.435692
2114,07:05,06:55,160,58,3,1320,43.050812,-89.446761
2115,07:46,06:56,160,2,67,720,43.055997,-89.472668
2119,07:22,06:55,160,12,null,1320,43.049646,-89.454461
2121,07:35,06:56,160,2,50,1320,43.069331,-89.463074
2125,07:01,06:56,184,38,10,1320,43.077349,-89.428844
2131,07:47,06:56,160,2,50,540,43.074207,-89.433585
2132,07:02,06:55,160,58,19,1320,43.056319,-89.43041
2134,07:12,06:57,133,19,6,1320,43.060857,-89.44179
2137,07:42,06:56,160,2,67,1320,43.064224,-89.433855
2138,07:15,06:56,160,2,14,1320,43.069017,-89.463666
2139,07:13,07:04,692,19,58,1320,43.059202,-89.425646
2145,07:09,06:56,160,2,11,1320,43.076319,-89.412882
2146,07:00,06:56,160,2,19,1320,43.072801,-89.421956
2160,07:32,06:57,133,19,6,1320,43.061046,-89.47261
2161,07:31,06:56,160,2,18,1320,43.05345,-89.45877
2162,07:20,07:03,133,3,14,1320,43.066066,-89.478575
2164,07:08,06:57,133,19,6,1320,43.06803,-89.424141
2169,07:47,06:56,160,2,67,540,43.055667,-89.467891
2174,07:30,07:06,5,80,6,1320,43.055942,-89.442036
2175,07:21,06:57,133,19,10,1320,43.072912,-89.463496
2178,07:22,06:57,133,19,6,1320,43.056051,-89.471866
2180,07:08,06:57,133,19,19,1320,43.064359,-89.425363
2182,07:37,07:06,5,80,6,1320,43.053797,-89.465842
2184,07:12,06:56,160,2,15,1320,43.073101,-89.457163
2187,07:48,06:57,133,19,18,360,43.049987,-89.450858
2191,07:33,06:57,133,19,10,1320,43.075108,-89.450497
2192,07:01,06:56,160,2,10,1320,43.072425,-89.425511
2193,07:07,06:55,160,12,71,1320,43.080312,-89.472636
2195,07:08,06:56,160,2,11,1320,43.076347,-89.416104
2196,07:19,07:03,133,3,14,1320,43.068234,-89.47617
2197,07:08,06:55,160,12,71,1320,43.082424,-89.475082
2199,07:11,06:56,160,2,2,1320,43.071365,-89.454878
2200,07:03,06:55,160,12,71,1320,43.07552,-89.451609
2201,07:34,06:56,160,2,50,1320,43.067897,-89.467949
2202,07:36,07:06,5,80,6,1320,43.053815,-89.463916
2204,07:14,07:03,133,3,14,1320,43.069594,-89.446138
2206,07:14,07:03,133,3,14,1320,43.069577,-89.444076
2212,07:05,06:55,160,58,3,1320,43.051161,-89.444145
2220,07:18,07:03,133,3,15,1320,43.074128,-89.467928
2222,07:34,07:06,5,80,6,1320,43.053764,-89.454673
2224,07:07,06:55,160,58,3,1320,43.049994,-89.457941
2226,07:38,07:06,5,80,6,1320,43.053795,-89.470395
2228,07:18,07:03,133,3,14,1320,43.068236,-89.471467
2231,07:41,06:56,160,2,67,1320,43.06246,-89.436187
2233,07:36,06:56,160,2,67,1320,43.053345,-89.447453
2236,07:19,07:03,133,3,15,1320,43.074349,-89.473533
2246,07:29,07:06,5,80,6,1320,43.057589,-89.442036
2249,07:33,06:56,160,2,50,1320,43.06409,-89.471242
2250,07:16,06:57,133,19,6,1320,43.060997,-89.458083
2253,07:19,06:55,160,12,3,1320,43.04992,-89.467406
2255,07:15,07:04,692,19,58,1320,43.066131,-89.415105
2264,07:13,07:03,133,3,14,1320,43.070311,-89.442139
2265,07:24,06:55,160,12,null,1320,43.051269,-89.439554
2267,07:07,06:56,160,2,11,1320,43.076382,-89.419943
2268,07:02,06:55,160,12,38,1320,43.075431,-89.446473
2270,07:00,06:55,160,12,71,1320,43.07494,-89.43851
2274,07:35,07:06,5,80,6,1320,43.053772,-89.4584
2278,07:19,07:03,133,3,14,1320,43.068261,-89.473849
2282,07:18,07:03,133,3,15,1320,43.073197,-89.467211
2288,07:20,06:57,133,19,10,1320,43.074173,-89.464904
2290,07:01,06:55,160,58,3,1320,43.059319,-89.425918
2302,07:08,06:55,160,58,3,1320,43.050135,-89.467036
2306,07:07,06:57,133,19,19,1320,43.068056,-89.423918
2316,07:31,07:06,5,80,6,1320,43.053677,-89.442035
2320,07:18,06:57,133,19,6,1320,43.061022,-89.465303
2323,07:30,06:56,160,2,18,1320,43.053483,-89.466002
