stop_id,arrival_time,departure_time,departure_stop_id,route,transfer_route,initial_walk_time,radius_ft
7823,12:51,12:06,581,3,17,6,1320
7834,12:50,12:06,581,3,5,6,1320
7888,12:48,12:06,581,3,5,6,1320
7987,13:00,12:06,581,3,17,6,0
7990,12:46,12:06,581,3,17,6,1320
9116,12:56,12:15,5,80,6,6,720
9133,12:49,12:15,5,80,6,6,1320
9135,12:48,12:15,5,80,6,6,1320
9137,12:52,12:04,809,3,null,2,1320
9143,12:58,12:15,5,80,6,6,360
9146,12:57,12:15,5,80,6,6,540
9167,12:48,12:04,809,3,null,2,1320
9207,12:55,12:15,5,80,6,6,900
9225,12:50,12:15,5,80,6,6,1320
9243,12:51,12:04,809,3,null,2,1320
9274,12:52,12:06,581,3,34,6,1320
9291,12:55,12:04,809,3,null,2,900
9339,12:48,12:15,5,80,6,6,1320
9432,12:56,12:04,809,3,null,2,720
9439,12:52,12:04,809,3,null,2,1320
9491,12:52,12:15,5,80,6,6,1320
9551,12:51,12:15,5,80,6,6,1320
9573,12:51,12:15,5,80,6,6,1320
9587,12:53,12:15,5,80,6,6,1260
9633,13:00,12:15,5,80,6,6,0
9645,12:54,12:04,809,3,null,2,1080
9670,12:56,12:15,5,80,6,6,720
9677,12:59,12:04,809,3,null,2,180
9715,12:59,12:15,5,80,6,6,180
9719,12:58,12:04,809,3,null,2,360
9723,12:58,12:15,5,80,6,6,360
9740,12:49,12:06,581,3,34,6,1320
9745,12:53,12:04,809,3,null,2,1260
9801,13:00,12:04,809,3,null,2,0
9811,12:49,12:04,809,3,null,2,1320
9837,12:51,12:06,581,3,34,6,1320
9897,12:49,12:15,5,80,6,6,1320
9939,12:59,12:15,5,80,6,6,180
9951,12:54,12:04,809,3,null,2,1080
9975,12:55,12:15,5,80,6,6,900
9989,12:50,12:04,809,3,null,2,1320
